127.0.0.1 - - [09/Dec/2024:18:47:59 -0300] "GET / HTTP/1.1" 404 1004
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:18 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletPrestamo?Param=listarPrestamos HTTP/1.1" 200 2129
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:19 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6782
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:22 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=df&Param=filtrarClientes HTTP/1.1" 500 1758
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:51 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletPrestamo?Param=listarPrestamos HTTP/1.1" 200 2129
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:52 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [09/Dec/2024:19:59:55 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=dd&Param=filtrarClientes HTTP/1.1" 500 1758
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:03:43 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7062
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:03:51 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:03:52 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7062
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:03:57 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=3&Param=filtrarClientes HTTP/1.1" 200 5467
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:04:15 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:04:16 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7047
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:04:19 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=z&Param=filtrarClientes HTTP/1.1" 500 1755
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:14 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:15 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7067
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:16 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4228
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:18 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4228
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:20 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4228
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:47 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7067
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:51 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=r&Param=filtrarClientes HTTP/1.1" 500 1755
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:05:54 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7067
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:06:00 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4228
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:06:15 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:06:16 -0300] "GET /TPINT_GRUPO_6_LAB4/AltaCuentaAdmin.jsp HTTP/1.1" 200 2560
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:06:17 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6501
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:06:18 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:07:02 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3698
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:07:04 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3698
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:07:06 -0300] "GET /TPINT_GRUPO_6_LAB4/AltaCuentaAdmin.jsp HTTP/1.1" 200 2560
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:07:07 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6537
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:07:08 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3698
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:08:10 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCuenta?Param=listarCuentas HTTP/1.1" 200 4497
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:08:10 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6573
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:08:50 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6770
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:08:55 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=d&Param=filtrarClientes HTTP/1.1" 500 1755
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:09:31 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=d&Param=filtrarClientes HTTP/1.1" 500 1755
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:09:33 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:09:34 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6769
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:09:39 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=2&Param=filtrarClientes HTTP/1.1" 200 5177
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:09:43 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=r&Param=filtrarClientes HTTP/1.1" 500 1755
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:10:49 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=2&Param=filtrarClientes HTTP/1.1" 200 5181
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:10:50 -0300] "GET /TPINT_GRUPO_6_LAB4/AltaCuentaAdmin.jsp HTTP/1.1" 200 2560
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:10:51 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:10:51 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6773
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:11:09 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCuenta?Param=listarCuentas HTTP/1.1" 200 4497
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:11:09 -0300] "GET /TPINT_GRUPO_6_LAB4/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:11:09 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6774
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:11:13 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=2&Param=filtrarClientes HTTP/1.1" 200 5182
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:11:20 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=id&txtFiltro=3&Param=filtrarClientes HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:18:29 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=nombre&txtFiltro=r&Param=filtrarClientes HTTP/1.1" 200 5982
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:47 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=nombre&txtFiltro=r&Param=filtrarClientes HTTP/1.1" 200 6039
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:49 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3992
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:55 -0300] "GET /TPINT_GRUPO_6_LAB4/AltaCuentaAdmin.jsp HTTP/1.1" 200 2560
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:56 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:57 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:22:58 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 3999
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:00 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:01 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 6838
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:40 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:41 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7120
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:43 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4281
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:23:44 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 7120
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:09 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCuenta?Param=listarCuentas HTTP/1.1" 200 4497
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:10 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7128
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:12 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 7128
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:13 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 7128
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:26 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:27 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 7116
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:28 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=filtrarClientes HTTP/1.1" 200 4277
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:29 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 7116
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:59 -0300] "GET /TPINT_GRUPO_6_LAB4/ListaSolicitudAltaCuentaAdmin.jsp HTTP/1.1" 200 1227
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:24:59 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?Param=listarClientes HTTP/1.1" 200 6886
0:0:0:0:0:0:0:1 - - [09/Dec/2024:20:25:01 -0300] "GET /TPINT_GRUPO_6_LAB4/ServletCliente?filtro=0&txtFiltro=&Param=listarClientes HTTP/1.1" 200 6886
